table,id,Unnamed: 0,dev_type,user_id,build_slot,dev_uname,dev_lv,gun_id,mp,ammo,mre,part,input_level,item1_num,core,dev_time,gun_rank,gun_name,file,trust_2,trust_3,trust_4,trust_5
2,41580040,3523.0,2,187692,6,乂梓川奏太乂,133,165,8000,1000,8000,4000,1,1,3,1667850647,4,M1014,221108-035928.json,True,True,True,False
2,41580041,3524.0,2,187692,8,乂梓川奏太乂,133,368,8000,1000,8000,4000,1,1,3,1667850651,4,UTS-15,221108-035928.json,True,True,True,False
2,41580072,3525.0,2,953052,2,迪盧克老爺,118,304,4000,4000,1000,2000,1,1,3,1667855481,4,SAF,221108-052110.json,True,True,True,False
2,41580073,3526.0,2,953052,4,迪盧克老爺,118,364,4000,4000,1000,2000,1,1,3,1667855483,4,MPK,221108-052110.json,True,True,True,False
2,41580077,3527.0,2,828752,2,叶纸,70,39,8000,1000,8000,4000,1,1,3,1667857081,4,莫辛-納甘,221108-054257.json,True,True,True,False
2,41580078,3528.0,2,828752,4,叶纸,70,156,8000,1000,8000,4000,1,1,3,1667857084,4,Super-Shorty,221108-054257.json,True,True,True,False
2,41580091,3529.0,2,627022,2,Amo鈞,118,116,1000,1000,1000,1000,1,1,3,1667857861,3,Z-62,221108-060444.json,True,True,False,False
2,41580099,3530.0,2,347362,2,a14310000,213,58,4000,4000,4000,2000,1,1,3,1667858607,3,AK-47,221108-061011.json,True,True,False,False
2,41580103,3531.0,2,76092,2,AC0630,192,70,8000,8000,8000,4000,1,1,3,1667858734,3,FNC,221108-061011.json,True,True,False,False
2,41580104,3532.0,2,76092,4,AC0630,192,238,8000,8000,8000,4000,1,1,3,1667858734,5,88式,221108-061011.json,True,True,True,True
2,41580125,3533.0,2,73132,2,梁揚,137,95,8000,1000,8000,4000,1,1,3,1667859497,3,漢陽造88式,221108-062105.json,True,True,False,False
2,41580139,3534.0,2,835712,2,王少少,108,190,8000,1000,8000,4000,1,1,3,1667859904,3,NS2000,221108-063158.json,True,True,False,False
2,41580140,3535.0,2,835712,4,王少少,108,70,8000,1000,8000,4000,1,1,3,1667859904,3,FNC,221108-063158.json,True,True,False,False
2,41580147,3536.0,2,392702,4,YBIN,214,162,8000,1000,8000,4000,1,1,3,1667860337,4,SPAS-12,221108-064252.json,True,True,True,False
2,41580152,3537.0,2,996952,2,只因你荔枝,30,27,1000,2000,2000,2000,1,1,3,1667860508,3,蠍式,221108-064252.json,True,True,False,False
2,41580172,3538.0,2,999202,2,嗶栗,44,37,6000,1000,6000,4000,1,1,3,1667861781,3,M14,221108-070439.json,True,True,False,False
8,42168330,,2,254138,4,凱撒紅,127,245,6000,6000,6000,4000,1,1,3,1667862470,5,P90,230123-000447.json,False,False,False,False
2,41580217,3539.0,2,348692,2,芸穗,208,118,8000,1000,8000,4000,1,1,3,1667863304,4,9A-91,221108-073153.json,True,True,True,False
2,41580218,3540.0,2,348692,4,芸穗,208,18,8000,1000,8000,4000,1,1,3,1667863304,3,MAC-10,221108-073153.json,True,True,False,False
2,41580222,3541.0,2,875802,2,K997g,113,22,1000,1000,1000,1000,1,1,3,1667863403,3,PPS-43,221108-073153.json,True,True,False,False
2,41580240,3542.0,2,127142,2,佛洛斯,209,165,8000,1000,8000,4000,1,1,3,1667864111,4,M1014,221108-074247.json,True,True,True,False
2,41580256,3543.0,2,816972,2,Chaotsun,159,326,6000,1000,6000,4000,1,1,3,1667865235,4,HK512,221108-080434.json,True,True,True,False
7,42090832,,2,98157,2,Kuro白,117,129,1000,4000,4000,2000,1,1,3,1667865338,5,95式,230123-000447.json,False,False,False,False
3,42718935,,2,3423,2,冰沙,213,292,8000,8000,1000,4000,2,20,5,1667866989,5,RPK-16,230123-000447.json,False,False,False,False
2,41580292,3544.0,2,941432,2,「煙緋」,84,23,4000,4000,1000,2000,1,1,3,1667867021,4,PP-90,221108-083148.json,True,True,True,False
2,41580294,3545.0,2,492542,2,KYABIA,203,184,8000,1000,8000,4000,2,20,5,1667867198,4,T-5000,221108-083148.json,True,True,True,False
2,41580295,3546.0,2,492542,4,KYABIA,203,155,8000,1000,8000,4000,2,20,5,1667867200,4,M590,221108-083148.json,True,True,True,False
2,41580298,3547.0,2,24502,2,Koero,183,66,8000,1000,8000,4000,3,50,10,1667867228,4,56-1式,221108-083148.json,True,True,True,False
2,41580299,3548.0,2,24502,4,Koero,183,235,8000,1000,8000,4000,3,50,10,1667867228,4,SPR A3G,221108-083148.json,True,True,True,False
2,41580303,3549.0,2,724572,2,Silwez,182,197,6000,1000,6000,4000,1,1,3,1667867778,5,卡爾卡諾M1891,221108-084242.json,True,True,True,True
2,41580316,3550.0,2,290302,2,冥喵,181,367,8000,1000,8000,4000,2,20,5,1667868018,5,MK3A1,221108-085336.json,True,True,True,True
2,41580317,3551.0,2,290302,4,冥喵,181,157,8000,1000,8000,4000,2,20,5,1667868024,5,KSG,221108-085336.json,True,True,True,True
2,41580318,3552.0,2,626182,2,dragonyou,184,27,1000,1000,1000,1000,1,1,3,1667868177,3,蠍式,221108-085336.json,True,True,False,False
2,41580319,3553.0,2,626182,4,dragonyou,184,32,1000,1000,1000,1000,2,20,5,1667868179,3,微型烏茲,221108-085336.json,True,True,False,False
2,41580330,3554.0,2,951072,2,木槿MUJN,118,356,6000,1000,6000,4000,1,1,3,1667868411,5,A-545,221108-085336.json,True,True,True,True
2,41580336,3555.0,2,840572,2,月間花梨奈,105,263,8000,8000,1000,4000,1,1,3,1667868882,5,MG36,221108-090429.json,True,True,True,True
2,41580336,,2,840572,2,月間花梨奈,105,263,8000,8000,1000,4000,1,1,3,1667868882,5,MG36,230123-000447.json,False,False,False,False
2,41580345,3556.0,2,532872,2,邪念QQ,118,26,1000,1000,1000,1000,1,1,3,1667869666,4,MP5,221108-090957.json,True,True,True,False
2,41580358,3557.0,2,979092,2,皮卡丘大大,84,60,1000,4000,4000,2000,1,1,3,1667871079,4,AS Val,221108-094008.json,True,True,True,False
2,41580359,3558.0,2,979092,4,皮卡丘大大,84,58,1000,4000,4000,2000,1,1,3,1667871082,3,AK-47,221108-094008.json,True,True,False,False
2,41580368,3559.0,2,351052,2,MaxDoll,201,152,8000,1000,8000,4000,1,1,3,1667871246,3,M1897,221108-094008.json,True,True,False,False
2,41580375,3560.0,2,507112,2,Fs呆,81,20,4000,4000,1000,2000,1,1,3,1667871440,5,Vector,221108-094008.json,True,True,True,True
2,41580375,,2,507112,2,Fs呆,81,20,4000,4000,1000,2000,1,1,3,1667871440,5,Vector,230123-000447.json,False,False,False,False
2,41580376,3561.0,2,507112,4,Fs呆,81,118,1000,4000,4000,2000,1,1,3,1667871442,4,9A-91,221108-094008.json,True,True,True,False
2,41580377,3562.0,2,507112,6,Fs呆,81,286,4000,4000,1000,2000,1,1,3,1667871444,4,KAC-PDW,221108-094008.json,True,True,True,False
2,41580394,3563.0,2,992342,2,YGXH,70,27,6000,1000,6000,4000,1,1,3,1667872377,3,蠍式,221108-100158.json,True,True,False,False
2,41580418,3564.0,2,661432,4,大野智,173,60,1000,1000,1000,1000,1,1,3,1667873297,4,AS Val,221108-101252.json,True,True,True,False
8,42168631,,2,649208,2,G8狼,95,245,8000,8000,1000,4000,1,1,3,1667873507,5,P90,230123-000447.json,False,False,False,False
2,41580443,3565.0,2,661432,2,大野智,173,237,1000,1000,1000,1000,1,1,3,1667874053,4,SAR-21,221108-103443.json,True,True,True,False
2,41580480,3566.0,2,85232,2,輝乂夜姬,52,237,4000,4000,1000,2000,1,1,3,1667874760,4,SAR-21,221108-104538.json,True,True,True,False
2,41580481,3567.0,2,85232,4,輝乂夜姬,52,23,4000,4000,1000,2000,1,1,3,1667874762,4,PP-90,221108-104538.json,True,True,True,False
2,41580507,3568.0,2,637192,2,蘋果不會飛,207,27,1000,1000,1000,1000,1,1,3,1667875153,3,蠍式,221108-104538.json,True,True,False,False
2,41580566,3569.0,2,822322,2,文奉,150,26,1000,1000,1000,1000,1,1,3,1667877243,4,MP5,221108-112349.json,True,True,True,False
2,41580569,3570.0,2,296642,2,紅血玫瑰,192,324,8000,1000,8000,4000,1,1,3,1667877377,5,M6 ASW,221108-112349.json,True,True,True,True
2,41580575,3571.0,2,94232,2,yusha,202,32,1000,1000,1000,1000,1,1,3,1667877541,3,微型烏茲,221108-112349.json,True,True,False,False
2,41580604,3572.0,2,966132,2,TingLu,100,121,8000,8000,1000,4000,2,20,5,1667878427,4,Mk48,221108-114536.json,True,True,True,False
2,41580631,3573.0,2,476482,2,牛潤,182,50,8000,1000,8000,4000,1,1,3,1667880248,5,李-恩菲爾德,221108-121250.json,True,True,True,True
2,41580637,3574.0,2,414742,2,休閒老人,182,61,1000,1000,1000,1000,1,1,3,1667880501,3,StG44,221108-121250.json,True,True,False,False
2,41580648,3575.0,2,932872,2,Mackenzie,110,283,8000,1000,8000,4000,1,1,3,1667880804,4,解放者,221108-122344.json,True,True,True,False
2,41580649,3576.0,2,932872,4,Mackenzie,110,157,8000,1000,8000,4000,1,1,3,1667880804,5,KSG,221108-122344.json,True,True,True,True
2,41580656,3577.0,2,232532,2,士林小叮噹,200,32,1000,1000,1000,1000,1,1,3,1667881210,3,微型烏茲,221108-122344.json,True,True,False,False
2,41580676,3578.0,2,491642,2,淺紫,200,353,8000,1000,8000,4000,2,20,5,1667881532,4,MAG-7,221108-123437.json,True,True,True,False
2,41580677,3579.0,2,491642,4,淺紫,200,283,8000,1000,8000,4000,2,20,5,1667881535,4,解放者,221108-123437.json,True,True,True,False
2,41580678,3580.0,2,491642,6,淺紫,200,18,8000,1000,8000,4000,2,20,5,1667881537,3,MAC-10,221108-123437.json,True,True,False,False
2,41580700,3581.0,2,371362,2,IKAROSABER,191,330,1000,1000,1000,1000,1,1,3,1667881816,4,FX-05,221108-123437.json,True,True,True,False
2,41580701,3582.0,2,371362,4,IKAROSABER,191,116,1000,1000,1000,1000,1,1,3,1667881816,3,Z-62,221108-123437.json,True,True,False,False
2,41580707,3583.0,2,428642,2,Yukihana肥牛,186,178,1000,1000,1000,1000,1,1,3,1667881862,3,F1,221108-124531.json,True,True,False,False
2,41580708,3584.0,2,665272,2,starofsky,49,247,8000,1000,8000,4000,1,1,3,1667881872,4,K31,221108-124531.json,True,True,True,False
2,41580739,3585.0,2,456992,2,夏嘎嘎,164,69,1000,1000,1000,1000,1,1,3,1667882826,4,FAMAS,221108-125057.json,True,True,True,False
2,41580740,3586.0,2,456992,4,夏嘎嘎,164,118,1000,1000,1000,1000,1,1,3,1667882826,4,9A-91,221108-125057.json,True,True,True,False
2,41580752,3587.0,2,997102,2,213456789,31,288,4000,1000,4000,2000,1,1,3,1667883474,4,CR-21,221108-130153.json,True,True,True,False
2,41580758,3588.0,2,322672,2,月無緣,217,283,6011,6011,9999,4011,1,1,3,1667883693,4,解放者,221108-131247.json,True,True,True,False
2,41580776,3589.0,2,53362,2,直江幸謙,67,66,4000,1000,4000,2000,1,1,3,1667884447,4,56-1式,221108-132341.json,True,True,True,False
2,41580813,3590.0,2,262272,2,Ecila,184,27,1000,1000,1000,1000,1,1,3,1667885998,3,蠍式,221108-134535.json,True,True,False,False
7,42091466,,2,656087,6,dingken,78,28,4000,4000,4000,2000,1,1,3,1667886147,5,MP7,230123-000447.json,False,False,False,False
2,41580848,3591.0,2,943352,2,416txdy,109,118,1000,4000,4000,2000,1,1,3,1667886886,4,9A-91,221108-140158.json,True,True,True,False
2,41580864,3592.0,2,914202,2,宇文凉,150,325,8000,1000,8000,4000,3,50,10,1667887480,4,V-PM5,221108-141253.json,True,True,True,False
2,41580865,3593.0,2,853412,2,霜風影,108,22,8000,1000,8000,4000,1,1,3,1667887686,3,PPS-43,221108-141253.json,True,True,False,False
2,41580915,3594.0,2,857472,2,菜鴨鴨あ,49,155,8000,9999,8000,4000,1,1,3,1667889166,4,M590,221108-144540.json,True,True,True,False
2,41580920,3595.0,2,716452,2,fok5,144,178,1000,6000,3000,3000,1,1,3,1667889924,3,F1,221108-145635.json,True,True,False,False
2,41580925,3596.0,2,501842,2,YFMGAS,182,105,1000,1000,1000,1000,1,1,3,1667890004,3,OTs-12,221108-145635.json,True,True,False,False
6,41650173,,2,969496,2,陈边边,103,287,1000,4000,4000,2000,1,1,3,1667890319,5,SIG-556,230123-000447.json,False,False,False,False
2,41580934,3597.0,2,497622,2,zztimgodzz,59,18,8000,1000,8000,4000,1,1,3,1667890867,3,MAC-10,221108-151302.json,True,True,False,False
2,41580952,3598.0,2,993122,2,Lanoom,71,120,1000,1000,1000,1000,1,1,3,1667891862,3,ARX-160,221108-152357.json,True,True,False,False
2,41580953,3599.0,2,993122,4,Lanoom,71,69,8000,1000,8000,4000,1,1,3,1667891862,4,FAMAS,221108-152357.json,True,True,True,False
2,41580984,3600.0,2,299212,4,GrandDC,180,184,8000,1000,8000,4000,1,1,3,1667893355,4,T-5000,221108-155645.json,True,True,True,False
2,41581032,3601.0,2,69572,2,亞坦尼斯,216,216,1000,1000,1000,1000,1,1,3,1667894945,4,XM8,221108-161308.json,True,True,True,False
2,41581041,3602.0,2,247962,2,七色藍天水瓶,221,18,1000,1000,1000,1000,1,1,3,1667895908,3,MAC-10,221108-163456.json,True,True,False,False
0,41856099,,2,954840,2,萊茵蘭專員,89,293,4000,4000,4000,2000,1,1,3,1667896516,5,AK-15,230123-000447.json,False,False,False,False
2,41581075,3603.0,2,999522,2,葡業プイエ,29,44,8000,1000,8000,4000,1,1,3,1667896598,3,SV-98,221108-164550.json,True,True,False,False
2,41581086,3604.0,2,975872,2,藤原由美,109,155,8000,1000,8000,4000,1,1,3,1667897125,4,M590,221108-165644.json,True,True,True,False
2,41581096,3605.0,2,551932,4,愛絲翠•柔伊,125,105,1000,1000,1000,1000,1,1,3,1667897230,3,OTs-12,221108-165644.json,True,True,False,False
2,41581100,3606.0,2,811962,2,路西克斯,191,159,8000,1000,8000,4000,1,1,3,1667897706,3,RMB-93,221108-170211.json,True,True,False,False
2,41581112,3607.0,2,353382,4,星空點綴之羽,179,348,8000,1000,8000,4000,2,20,5,1667897856,5,HS.50,221108-170211.json,True,True,True,True
2,41581194,3608.0,2,465162,2,尊天天,205,158,8000,1000,8000,4000,1,1,3,1667900096,3,KS-23,221108-174546.json,True,True,False,False
2,41581197,3609.0,2,370742,2,001型山东号,62,164,8000,1000,8000,4000,2,20,5,1667900230,5,FP-6,221108-174546.json,True,True,True,True
2,41581210,3610.0,2,434422,6,花椰菜咖哩,186,148,6000,2000,6000,4000,1,1,3,1667900567,5,IWS 2000,221108-175640.json,True,True,True,True
2,41581237,3611.0,2,348692,2,芸穗,208,154,8000,1000,8000,4000,1,1,3,1667901250,3,M500,221108-180207.json,True,True,False,False
2,41581238,3612.0,2,348692,4,芸穗,208,44,8000,1000,8000,4000,1,1,3,1667901250,3,SV-98,221108-180207.json,True,True,False,False
2,41581257,3613.0,2,543882,2,Arclight,158,18,1000,1000,1000,1000,1,1,3,1667901889,3,MAC-10,221108-181300.json,True,True,False,False
2,41581293,3614.0,2,24502,2,Koero,183,189,8000,1000,8000,4000,3,50,10,1667903419,4,USAS-12,221108-183447.json,True,True,True,False
2,41581294,3615.0,2,24502,4,Koero,183,164,8000,1000,8000,4000,3,50,10,1667903419,5,FP-6,221108-183447.json,True,True,True,True
2,41581299,3616.0,2,724362,2,貓咪打電腦,158,18,1000,1000,1000,1000,1,1,3,1667903442,3,MAC-10,221108-183447.json,True,True,False,False
3,42719968,,2,734233,2,以姬,92,292,6000,6000,6000,4000,1,1,3,1667903718,5,RPK-16,230123-000447.json,False,False,False,False
2,41581355,3617.0,2,478552,2,呎,172,338,1000,1000,1000,1000,1,1,3,1667904451,5,SIG MCX,221108-185635.json,True,True,True,True
2,41581357,3618.0,2,369552,2,希塔子爵,220,61,1000,1000,1000,1000,1,1,3,1667904556,3,StG44,221108-185635.json,True,True,False,False
2,41581362,3619.0,2,386722,2,Joriri,181,27,1000,1000,1000,1000,1,1,3,1667904627,3,蠍式,221108-185635.json,True,True,False,False
2,41581369,3620.0,2,104222,2,斷翼,189,75,8000,8000,1000,4000,1,1,3,1667904856,4,M1918,221108-190202.json,True,True,True,False
2,41581458,3621.0,2,486502,2,布可,210,32,1000,1000,1000,1000,1,1,3,1667906878,3,微型烏茲,221108-193445.json,True,True,False,False
2,41581459,3622.0,2,486502,4,布可,210,27,1000,1000,1000,1000,1,1,3,1667906881,3,蠍式,221108-193445.json,True,True,False,False
2,41581494,3623.0,2,782,2,神鳴澤初,209,353,8000,1000,8000,4000,1,1,3,1667907626,4,MAG-7,221108-194539.json,True,True,True,False
2,41581497,3624.0,2,782,2,神鳴澤初,209,48,8000,1000,8000,4000,1,1,3,1667907633,5,WA2000,221108-194539.json,True,True,True,True
2,41581498,3625.0,2,782,4,神鳴澤初,209,34,8000,1000,8000,4000,1,1,3,1667907636,3,M1加蘭德,221108-194539.json,True,True,False,False
2,41581500,3626.0,2,13542,2,HeuiLi,146,281,8000,1000,8000,4000,1,1,3,1667907741,5,CAWS,221108-195634.json,True,True,True,True
2,41581505,3627.0,2,242,6,Eichel,178,216,1000,1000,1000,1000,1,1,3,1667907907,4,XM8,221108-195634.json,True,True,True,False
2,41581511,3628.0,2,400862,2,Serenade,208,155,6000,1000,6000,4000,1,1,3,1667908174,4,M590,221108-195634.json,True,True,True,False
2,41581522,3629.0,2,303692,2,影子Joe,214,43,6000,1000,6000,4000,1,1,3,1667908981,4,SVD,221108-201254.json,True,True,True,False
2,41581523,3630.0,2,959702,2,我是大哥,79,118,1000,1000,1000,1000,1,1,3,1667908985,4,9A-91,221108-201254.json,True,True,True,False
2,41581524,3631.0,2,959702,4,我是大哥,79,26,7410,1627,1693,6562,1,1,3,1667908990,4,MP5,221108-201254.json,True,True,True,False
2,41581525,3632.0,2,959702,6,我是大哥,79,325,7000,1000,7000,7000,1,1,3,1667908996,4,V-PM5,221108-201254.json,True,True,True,False
2,41581536,3633.0,2,609362,2,澎澎仔,215,326,8200,1200,8000,4200,1,1,3,1667909280,4,HK512,221108-201254.json,True,True,True,False
2,41581537,3634.0,2,609362,4,澎澎仔,215,65,8200,1200,8000,4200,1,1,3,1667909280,5,HK416,221108-201254.json,True,True,True,True
2,41581538,3635.0,2,609362,6,澎澎仔,215,120,2200,6200,2000,4200,1,1,3,1667909280,3,ARX-160,221108-201254.json,True,True,False,False
2,41581552,3636.0,2,999202,2,嗶栗,44,118,1000,1000,1000,1000,1,1,3,1667909578,4,9A-91,221108-202349.json,True,True,True,False
2,41581557,3637.0,2,996382,2,特型强袭虎王,87,48,8000,1000,8000,4000,1,1,3,1667909765,5,WA2000,221108-202349.json,True,True,True,True
2,41581568,3638.0,2,713332,2,rib,95,26,1000,1000,1000,1000,1,1,3,1667910354,4,MP5,221108-203505.json,True,True,True,False
2,41581569,3639.0,2,713332,4,rib,95,162,8000,1000,8000,4000,1,1,3,1667910354,4,SPAS-12,221108-203505.json,True,True,True,False
2,41581574,3640.0,2,800612,2,罐頭喵,170,188,6000,2000,6000,4000,1,1,3,1667910605,5,S.A.T.8,221108-203505.json,True,True,True,True
2,41581575,3641.0,2,800612,4,罐頭喵,170,178,6000,2000,6000,4000,1,1,3,1667910605,3,F1,221108-203505.json,True,True,False,False
5,41646300,,2,430255,4,黑夜蝙蝠,181,64,1000,4000,4000,2000,1,1,3,1667910687,4,G36,230122-223831.json,False,False,False,False
2,41581596,3642.0,2,969472,2,指揮官878,88,368,8000,1000,8000,4000,1,1,3,1667910955,4,UTS-15,221108-204559.json,True,True,True,False
6,41650704,,2,923346,2,54188,60,196,1000,4000,4000,2000,1,1,3,1667911206,5,Zas M21,230123-000447.json,False,False,False,False
2,41581609,3643.0,2,951142,2,YQⅠ,49,18,1000,1000,1000,1000,1,1,3,1667911304,3,MAC-10,221108-204559.json,True,True,False,False
2,41581610,3644.0,2,951142,4,YQⅠ,49,58,1000,1000,1000,1000,1,1,3,1667911304,3,AK-47,221108-204559.json,True,True,False,False
2,41581627,3645.0,2,67662,2,聖塔,122,351,8000,1000,8000,4000,2,20,5,1667912190,5,M26-MASS,221108-211148.json,True,True,True,True
2,41581628,3646.0,2,989522,2,MCdscohpdter,46,16,3473,3475,9999,9999,3,50,10,1667912223,5,湯姆森,221108-211148.json,True,True,True,True
2,41581635,3647.0,2,215202,2,鳶月,216,330,1000,1000,1000,1000,1,1,3,1667912437,4,FX-05,221108-211148.json,True,True,True,False
2,41581646,3648.0,2,547352,2,IvysCy,157,368,6000,1000,6000,4000,3,50,10,1667912723,4,UTS-15,221108-211715.json,True,True,True,False
2,41581647,3649.0,2,547352,4,IvysCy,157,352,6000,1000,6000,4000,3,50,10,1667912723,4,新星,221108-211715.json,True,True,True,False
2,41581653,3650.0,2,332522,2,南瓜點點,151,235,8000,1000,8000,4000,1,1,3,1667913065,4,SPR A3G,221108-211715.json,True,True,True,False
2,41581654,3651.0,2,332522,4,南瓜點點,151,155,8000,1000,8000,4000,1,1,3,1667913065,4,M590,221108-211715.json,True,True,True,False
2,41581655,3652.0,2,332522,6,南瓜點點,151,95,8000,1000,8000,4000,1,1,3,1667913065,3,漢陽造88式,221108-211715.json,True,True,False,False
2,41581660,3653.0,2,148282,2,Q9Q,210,367,6000,2000,6000,4000,1,1,3,1667913100,5,MK3A1,221108-211715.json,True,True,True,True
2,41581662,3654.0,2,148282,4,Q9Q,210,184,6000,2000,6000,4000,1,1,3,1667913100,4,T-5000,221108-211715.json,True,True,True,False
2,41581664,3655.0,2,148282,6,Q9Q,210,146,6000,2000,6000,4000,1,1,3,1667913100,4,G28,221108-211715.json,True,True,True,False
2,41581666,3656.0,2,148282,8,Q9Q,210,270,6000,2000,6000,4000,1,1,3,1667913100,4,四式,221108-211715.json,True,True,True,False
2,41581674,3657.0,2,988562,2,梦里,75,262,1000,1000,1000,1000,1,1,3,1667913173,4,EM-2,221108-212242.json,True,True,True,False
2,41581704,3658.0,2,483322,2,隨風凋零,123,325,8000,1000,8000,4000,1,1,3,1667913873,4,V-PM5,221108-213336.json,True,True,True,False
2,41581705,3659.0,2,483322,4,隨風凋零,123,283,8000,1000,8000,4000,1,1,3,1667913880,4,解放者,221108-213336.json,True,True,True,False
2,41581735,3660.0,2,946012,2,卍原豚卍,129,368,8000,1000,8000,4000,1,1,3,1667914575,4,UTS-15,221108-214431.json,True,True,True,False
2,41581753,3661.0,2,119032,2,京2215,125,26,1000,1000,1000,1000,1,1,3,1667915136,4,MP5,221108-215525.json,True,True,True,False
2,41581760,3662.0,2,434842,2,Wayne407,173,61,1000,1000,1000,1000,1,1,3,1667915148,3,StG44,221108-215525.json,True,True,False,False
2,41581764,3663.0,2,914952,2,Rent9,102,304,6000,7000,6000,1000,1,1,3,1667915173,4,SAF,221108-215525.json,True,True,True,False
2,41581803,3664.0,2,38762,2,Galdisom,163,323,8000,1000,8000,4000,1,1,3,1667916332,5,LTLX7000,221108-221713.json,True,True,True,True
2,41581806,3665.0,2,64182,2,niz,212,158,8000,1000,8000,4000,2,20,5,1667916555,3,KS-23,221108-221713.json,True,True,False,False
2,41581815,3666.0,2,207512,4,花生栗子,217,352,8000,1000,8000,4000,2,20,5,1667916734,4,新星,221108-221713.json,True,True,True,False
2,41581845,3667.0,2,465332,2,冰時雨,215,164,8000,1000,8000,4000,1,1,3,1667917042,5,FP-6,221108-222240.json,True,True,True,True
2,41581851,3668.0,2,770852,2,P呂皚X,151,154,8000,1000,8000,4000,1,1,3,1667917202,3,M500,221108-222240.json,True,True,False,False
2,41581860,3669.0,2,321192,2,雨宮夜羽,180,324,8000,1000,8000,4000,1,1,3,1667917380,5,M6 ASW,221108-223335.json,True,True,True,True
2,41581861,3670.0,2,321192,4,雨宮夜羽,180,247,8000,1000,8000,4000,1,1,3,1667917380,4,K31,221108-223335.json,True,True,True,False
2,41581865,3671.0,2,674732,4,大哈,195,18,1000,1000,1000,1000,1,1,3,1667917516,3,MAC-10,221108-223335.json,True,True,False,False
2,41581883,3672.0,2,748642,2,黃昏暗鴉,143,216,8000,1000,8000,4000,1,1,3,1667918367,4,XM8,221108-224429.json,True,True,True,False
2,41581896,3673.0,2,943662,2,Sor9殘兵,45,105,8000,8000,1000,4000,1,1,3,1667918609,3,OTs-12,221108-225523.json,True,True,False,False
2,41581907,3674.0,2,128372,2,克隆康,174,26,1000,1000,1000,1000,1,1,3,1667918781,4,MP5,221108-225523.json,True,True,True,False
2,41581920,3675.0,2,148942,4,RhythmNotes,164,18,1000,1000,1000,1000,2,20,5,1667919113,3,MAC-10,221108-225523.json,True,True,False,False
2,41581921,3676.0,2,979952,2,Autokrator,91,78,8000,8000,1000,4000,1,1,3,1667919155,4,M60,221108-225523.json,True,True,True,False
2,41581924,3677.0,2,184262,2,FormosaKoala,166,330,1000,1000,1000,1000,1,1,3,1667919217,4,FX-05,221108-230617.json,True,True,True,False
2,41581925,3678.0,2,148942,2,RhythmNotes,164,178,8000,1000,8000,4000,1,1,3,1667919316,3,F1,221108-230617.json,True,True,False,False
2,41581947,3679.0,2,59062,2,落羽尋晴,159,288,6000,1000,6000,4000,1,1,3,1667919777,4,CR-21,221108-231711.json,True,True,True,False
2,41581961,3680.0,2,446142,2,花盆,164,109,8000,8000,1000,4000,1,1,3,1667919936,5,MG5,221108-231711.json,True,True,True,True
2,41582009,3681.0,2,233602,2,夜雷隱,156,349,1000,1000,1000,1000,1,1,3,1667920201,4,AK74M,221108-231711.json,True,True,True,False
2,41582047,3682.0,2,322672,4,月無緣,217,194,6011,6011,6011,4011,1,1,3,1667920493,5,K2,221108-232805.json,True,True,True,True
2,41582063,3683.0,2,29142,2,范添乐,159,116,1000,1000,1000,1000,1,1,3,1667920862,3,Z-62,221108-232805.json,True,True,False,False
2,41582082,3684.0,2,322882,2,Paraen藍經漁,182,325,6000,2000,6000,4000,1,1,3,1667920971,4,V-PM5,221108-232805.json,True,True,True,False
2,41582083,3685.0,2,322882,4,Paraen藍經漁,182,154,6000,2000,6000,4000,1,1,3,1667920971,3,M500,221108-232805.json,True,True,False,False
2,41582084,3686.0,2,322882,6,Paraen藍經漁,182,338,6000,2000,6000,4000,1,1,3,1667920971,5,SIG MCX,221108-232805.json,True,True,True,True
2,41582085,3687.0,2,322882,8,Paraen藍經漁,182,237,6000,2000,6000,4000,1,1,3,1667920971,4,SAR-21,221108-232805.json,True,True,True,False
2,41582086,3688.0,2,322882,10,Paraen藍經漁,182,22,6000,2000,6000,4000,1,1,3,1667920971,3,PPS-43,221108-232805.json,True,True,False,False
2,41582120,3689.0,2,523572,4,艾約斯,147,70,1000,1000,1000,1000,1,1,3,1667921643,3,FNC,221108-234426.json,True,True,False,False
2,41582121,3690.0,2,523572,2,艾約斯,147,216,1000,1000,1000,1000,1,1,3,1667921645,4,XM8,221108-234426.json,True,True,True,False
2,41582124,3691.0,2,935262,2,Mrsad,79,26,1000,1000,1000,1000,1,1,3,1667921815,4,MP5,221108-234426.json,True,True,True,False
1,42306874,,2,56391,4,observers,154,78,8000,9999,8000,4000,1,1,3,1667922209,4,M60,230123-000447.json,False,False,False,False
2,41582234,3692.0,2,994662,2,不够优秀,36,152,8000,1000,8000,4000,1,1,3,1667922625,3,M1897,221108-235520.json,True,True,False,False
6,41651355,,2,14096,6,oberstein,185,130,1000,4000,4000,2000,1,1,3,1667922695,5,97式,230123-000447.json,False,False,False,False
2,41582265,3693.0,2,571922,2,来麦,185,44,6000,2000,6000,4000,1,1,3,1667923055,3,SV-98,221109-000614.json,True,True,False,False
2,41582278,3694.0,2,104802,2,deltaaaa,190,26,1000,1000,1000,1000,1,1,3,1667923182,4,MP5,221109-000614.json,True,True,True,False
2,41582279,3695.0,2,104802,4,deltaaaa,190,70,1000,1000,1000,1000,1,1,3,1667923182,3,FNC,221109-000614.json,True,True,False,False
