id,dev_type,user_id,build_slot,dev_uname,dev_lv,gun_id,mp,ammo,mre,part,input_level,item1_num,core,dev_time,gun_rank,gun_name,file,trust_2,trust_3,trust_4,trust_5
41553414,2,551932,2,愛絲翠•柔伊,124,238,8000,8000,1000,4000,1,1,3,1667024089,5,88式,221029-142440.json,True,True,True,True
41553440,2,27392,2,靛羽星宿,203,22,8000,1000,8000,4000,1,1,3,1667025251,3,PPS-43,221029-144101.json,True,True,False,False
41553441,2,27392,4,靛羽星宿,203,367,8000,1000,8000,4000,1,1,3,1667025251,5,MK3A1,221029-144101.json,True,True,True,True
41553442,2,27392,6,靛羽星宿,203,155,8000,1000,8000,4000,1,1,3,1667025251,4,M590,221029-144101.json,True,True,True,False
41553443,2,27392,8,靛羽星宿,203,352,8000,1000,8000,4000,1,1,3,1667025251,4,新星,221029-144101.json,True,True,True,False
41553456,2,462862,2,JohnsonNT,208,188,8000,1000,8000,4000,2,20,5,1667025874,5,S.A.T.8,221029-145154.json,True,True,True,True
41553457,2,446602,2,ArV,196,22,2000,2000,2000,2000,1,1,3,1667025895,3,PPS-43,221029-145154.json,True,True,False,False
41553511,2,196582,2,AA1QQ1,104,27,8000,1000,8000,4000,1,1,3,1667028663,3,蝎式,221029-153532.json,True,True,False,False
41553524,2,287392,2,士力架大叔,185,235,8000,1000,8000,4000,2,20,5,1667028891,4,SPR A3G,221029-154625.json,True,True,True,False
41553525,2,992202,2,刀客塔何,84,27,8000,8000,1000,4000,1,1,3,1667028903,3,蝎式,221029-154625.json,True,True,False,False
41553529,2,997102,2,213456789,29,60,1000,4000,4000,2000,1,1,3,1667029067,4,AS Val,221029-154625.json,True,True,True,False
41553532,2,118982,2,曙糕,178,326,8000,1000,8000,4000,2,20,5,1667029277,4,HK512,221029-155153.json,True,True,True,False
41553675,2,319442,6,慕珊,136,26,8000,1000,8000,4000,3,50,10,1667033736,4,MP5,221029-170245.json,True,True,True,False
41553676,2,319442,4,慕珊,136,26,8000,1000,8000,4000,2,20,5,1667033736,4,MP5,221029-170245.json,True,True,True,False
41553680,2,330002,2,tera,92,27,8000,1000,8000,4000,1,1,3,1667033963,3,蝎式,221029-170245.json,True,True,False,False
41553681,2,330002,4,tera,92,153,8000,1000,8000,4000,1,1,3,1667033963,4,M37,221029-170245.json,True,True,True,False
41553682,2,330002,6,tera,92,184,8000,1000,8000,4000,1,1,3,1667033963,4,T-5000,221029-170245.json,True,True,True,False
41553695,2,861652,2,馨嬿,79,58,1000,4000,4000,2000,1,1,3,1667034626,3,AK-47,221029-171447.json,True,True,False,False
41553696,2,861652,4,馨嬿,79,22,1000,4000,4000,2000,1,1,3,1667034629,3,PPS-43,221029-171447.json,True,True,False,False
41553701,2,285852,2,楓草貓,171,283,6000,6000,6000,4000,1,1,3,1667034925,4,解放者,221029-172628.json,True,True,True,False
41553724,2,104802,2,deltaaaa,190,283,8000,1000,8000,4000,1,1,3,1667035940,4,解放者,221029-174359.json,True,True,True,False
41553727,2,694342,2,分解,191,281,6000,1000,6000,4000,1,1,3,1667036060,5,CAWS,221029-174359.json,True,True,True,True
41553728,2,694342,4,分解,191,50,6000,1000,6000,4000,1,1,3,1667036060,5,李-恩菲尔德,221029-174359.json,True,True,True,True
41553744,2,428642,2,Yukihana肥牛,185,69,1000,1000,1000,1000,1,1,3,1667036642,4,FAMAS,221029-175539.json,True,True,True,False
41553755,2,925442,2,歐豆薩馬,118,129,4000,4000,4000,2000,2,20,5,1667037376,5,95式,221029-180722.json,True,True,True,True
41553984,2,414742,2,果蜜波菜汁,181,27,1000,1000,1000,1000,1,1,3,1667043482,3,蝎式,221029-194340.json,True,True,False,False
41553999,2,322672,2,月無緣,217,162,6011,4011,8011,4011,1,1,3,1667043992,4,SPAS-12,221029-195401.json,True,True,True,False
41554013,2,995032,2,夜猫子Max,55,350,8000,1000,8000,4000,1,1,3,1667044233,5,FO-12,221029-195401.json,True,True,True,True
41554103,2,122602,2,我心盪漾,225,190,8000,1000,8000,4000,1,1,3,1667046317,3,NS2000,221029-203255.json,True,True,False,False
41554108,2,484732,2,鬼燈喵,186,324,8000,1000,8000,4000,1,1,3,1667046534,5,M6 ASW,221029-203255.json,True,True,True,True
41554132,2,748642,2,黃昏暗鴉,141,117,6000,1000,6000,4000,1,1,3,1667047552,4,PSG-1,221029-205503.json,True,True,True,False
41554133,2,748642,4,黃昏暗鴉,141,178,6000,1000,6000,4000,1,1,3,1667047554,3,F1,221029-205503.json,True,True,False,False
41554137,2,491642,2,淺紫,199,162,8000,1000,8000,4000,1,1,3,1667047698,4,SPAS-12,221029-205503.json,True,True,True,False
41554138,2,491642,4,淺紫,199,368,8000,1000,8000,4000,1,1,3,1667047701,4,UTS-15,221029-205503.json,True,True,True,False
41554154,2,949802,2,MADMAN2333,49,350,8000,1000,8000,4000,2,20,5,1667048245,5,FO-12,221029-210605.json,True,True,True,True
41554164,2,914952,2,Rent9,101,58,7000,9000,1000,1000,1,1,3,1667048403,3,AK-47,221029-210605.json,True,True,False,False
41554172,2,866262,2,炫明,44,325,8000,1000,8000,4000,1,1,3,1667048461,4,V-PM5,221029-210605.json,True,True,True,False
41554175,2,866262,4,炫明,44,105,8000,1000,8000,4000,1,1,3,1667048467,3,OTs-12,221029-210605.json,True,True,False,False
41554189,2,928182,2,mooncell,112,69,1000,1000,1000,1000,1,1,3,1667048586,4,FAMAS,221029-211704.json,True,True,True,False
41554190,2,928182,4,mooncell,112,116,1000,1000,1000,1000,1,1,3,1667048586,3,Z-62,221029-211704.json,True,True,False,False
41554207,2,577342,2,exllxe,64,22,1500,1500,1500,1500,1,1,3,1667048855,3,PPS-43,221029-211704.json,True,True,False,False
41554222,2,24502,2,Koero,183,283,8000,1000,8000,4000,1,1,3,1667049089,4,解放者,221029-211704.json,True,True,True,False
41554223,2,24502,4,Koero,183,184,8000,1000,8000,4000,1,1,3,1667049089,4,T-5000,221029-211704.json,True,True,True,False
41554233,2,984662,2,锉刀怪,34,198,6000,1000,6000,4000,1,1,3,1667049342,5,卡尔卡诺M91/38,221029-212238.json,True,True,True,True
41554235,2,407192,2,SOV,206,61,6001,2001,6001,4001,1,1,3,1667049710,3,StG44,221029-212238.json,True,True,False,False
41554333,2,23242,2,天生,195,145,8000,1000,8000,4000,1,1,3,1667052391,3,OTs-44,221029-221242.json,True,True,False,False
41554335,2,951142,2,YQⅠ,43,22,1000,1000,1000,1000,1,1,3,1667052696,3,PPS-43,221029-221242.json,True,True,False,False
41554377,2,529672,2,MicroSDx,151,155,8000,1000,8000,4000,1,1,3,1667053592,4,M590,221029-223552.json,True,True,True,False
41554416,2,287392,4,士力架大叔,185,153,8000,1000,8000,4000,3,50,10,1667053800,4,M37,221029-223552.json,True,True,True,False
41554452,2,947052,2,AdmiralBorg,99,216,1000,1000,1000,1000,1,1,3,1667053884,4,XM8,221029-223552.json,True,True,True,False
41554457,2,138472,2,最後的遺跡,212,270,6000,2000,6000,4000,2,20,5,1667054001,4,四式,221029-224654.json,True,True,True,False
41554468,2,104492,2,DevilDog,231,69,1000,1000,1000,1000,1,1,3,1667054110,4,FAMAS,221029-224654.json,True,True,True,False
41554489,2,778732,2,李昂麥可,131,171,1000,4000,4000,2000,1,1,3,1667054510,4,利贝罗勒,221029-224654.json,True,True,True,False
41554496,2,591732,2,HimL,126,145,8000,1000,8000,4000,1,1,3,1667054574,3,OTs-44,221029-225757.json,True,True,False,False
41554497,2,591732,4,HimL,126,282,8000,1000,8000,4000,1,1,3,1667054579,5,DP-12,221029-225757.json,True,True,True,True
41554515,2,253222,2,喵月奈,147,26,8000,1000,8000,4000,2,20,5,1667054972,4,MP5,221029-225757.json,True,True,True,False
41554532,2,104692,2,七水,160,66,8000,1000,8000,4000,2,20,5,1667055278,4,56-1式,221029-230345.json,True,True,True,False
41554540,2,283622,2,哈囉安安,72,95,8000,1000,8000,4000,1,1,3,1667055472,3,汉阳造88式,221029-230345.json,True,True,False,False
41554550,2,691042,2,春曉,180,365,8000,1000,8000,4000,1,1,3,1667055700,5,SCR,221029-230345.json,True,True,True,True
41554554,2,339872,2,星野遊保,137,28,8000,8000,1000,4000,1,1,3,1667055789,5,MP7,221029-231445.json,True,True,True,True
41554556,2,339872,4,星野遊保,137,304,8000,8000,1000,4000,1,1,3,1667055789,4,SAF,221029-231445.json,True,True,True,False
41554565,2,148942,2,RhythmNotes,164,159,8000,1000,8000,4000,1,1,3,1667056001,3,RMB-93,221029-231445.json,True,True,False,False
41554591,2,233602,2,夜雷隱,156,60,1000,1000,1000,1000,1,1,3,1667056255,4,AS Val,221029-231445.json,True,True,True,False
41554622,2,754232,2,麥戈迪亞,105,352,8000,1000,8000,4000,1,1,3,1667056742,4,新星,221029-232552.json,True,True,True,False
41554642,2,23982,2,Shinshi,212,326,8000,1000,8000,4000,1,1,3,1667057304,4,HK512,221029-233653.json,True,True,True,False
41554648,2,402172,2,PeachXD,183,155,8000,8000,8000,4000,3,50,10,1667057400,4,M590,221029-233653.json,True,True,True,False
41554713,2,716882,2,SilverWolf00,171,216,1000,4000,4000,2000,1,1,3,1667058152,4,XM8,221029-234315.json,True,True,True,False
41554716,2,652372,2,LianHana,144,36,6000,1000,6000,4000,1,1,3,1667058236,4,春田,221029-235420.json,True,True,True,False
41554717,2,652372,4,LianHana,144,26,6000,1000,6000,4000,1,1,3,1667058236,4,MP5,221029-235420.json,True,True,True,False
41554727,2,652372,2,LianHana,144,118,1000,1000,1000,1000,1,1,3,1667058324,4,9A-91,221029-235420.json,True,True,True,False
41554729,2,637762,2,Honp,126,39,8000,1000,8000,4000,2,20,5,1667058341,4,莫辛-纳甘,221029-235420.json,True,True,True,False
41554730,2,637762,4,Honp,126,165,8000,1000,8000,4000,2,20,5,1667058341,4,M1014,221029-235420.json,True,True,True,False
41554732,2,637762,4,Honp,126,270,8000,1000,8000,4000,1,1,3,1667058354,4,四式,221029-235420.json,True,True,True,False
41554790,2,76092,2,AC0630,192,85,8000,8000,8000,4000,1,1,3,1667059269,4,PK,221030-000544.json,True,True,True,False
41554791,2,76092,4,AC0630,192,324,8000,8000,8000,4000,1,1,3,1667059269,5,M6 ASW,221030-000544.json,True,True,True,True
41554832,2,448622,2,EEK,194,368,8000,1000,8000,4000,1,1,3,1667059552,4,UTS-15,221030-001708.json,True,True,True,False
41554833,2,448622,4,EEK,194,118,8000,1000,8000,4000,1,1,3,1667059552,4,9A-91,221030-001708.json,True,True,True,False
41554834,2,448622,6,EEK,194,60,8000,1000,8000,4000,1,1,3,1667059552,4,AS Val,221030-001708.json,True,True,True,False
41554835,2,448622,8,EEK,194,163,8000,1000,8000,4000,1,1,3,1667059552,5,AA-12,221030-001708.json,True,True,True,True
41554842,2,511642,2,tktyuli,160,216,1000,4000,4000,2000,1,1,3,1667059563,4,XM8,221030-001708.json,True,True,True,False
41554843,2,511642,4,tktyuli,160,72,1000,4000,4000,2000,1,1,3,1667059563,4,TAR-21,221030-001708.json,True,True,True,False
41554844,2,511642,6,tktyuli,160,306,1000,4000,4000,2000,1,1,3,1667059563,5,AK-阿尔法,221030-001708.json,True,True,True,True
41554850,2,212,2,wen8,184,18,6000,1000,6000,4000,1,1,3,1667059665,3,MAC-10,221030-001708.json,True,True,False,False
41554851,2,212,4,wen8,184,16,6000,1000,6000,4000,1,1,3,1667059667,5,汤姆森,221030-001708.json,True,True,True,True
41554858,2,290302,2,冥喵,181,69,8000,1000,8000,4000,1,1,3,1667059738,4,FAMAS,221030-001708.json,True,True,True,False
41554859,2,290302,4,冥喵,181,329,8000,1000,8000,4000,1,1,3,1667059738,5,SVCh,221030-001708.json,True,True,True,True
41554867,2,994792,2,PrAce,67,146,4000,1000,4000,2000,1,1,3,1667059936,4,G28,221030-001708.json,True,True,True,False
41554881,2,263562,2,水餃浮起來,190,288,1000,1000,1000,1000,1,1,3,1667060098,4,CR-21,221030-002803.json,True,True,True,False
41554919,2,999132,2,THIR,28,37,4000,1000,4000,2000,1,1,3,1667060629,3,M14,221030-003330.json,True,True,False,False
41555044,2,114352,2,直搗黃蓉,176,330,1000,1000,1000,1000,1,1,3,1667062035,4,FX-05,221030-005517.json,True,True,True,False
41555051,2,287832,2,尼哥的憤怒,145,26,1000,1000,1000,1000,1,1,3,1667062241,4,MP5,221030-005517.json,True,True,True,False
41555067,2,497622,2,zztimgodzz,58,312,8000,1000,8000,4000,1,1,3,1667062636,5,VSK-94,221030-010611.json,True,True,True,True
41555081,2,999522,2,葡業プイエ,23,305,6000,1000,6000,4000,1,1,3,1667063133,4,塔布克,221030-011704.json,True,True,True,False
41555102,2,861652,2,馨嬿,79,216,1000,4000,4000,2000,1,1,3,1667063624,4,XM8,221030-012758.json,True,True,True,False
41555103,2,861652,4,馨嬿,79,62,1000,4000,4000,2000,1,1,3,1667063627,5,G41,221030-012758.json,True,True,True,True
41555139,2,968522,2,鳶一凜,103,34,4000,4000,4000,2000,1,1,3,1667064154,3,M1加兰德,221030-012758.json,True,True,False,False
41555140,2,968522,4,鳶一凜,103,235,4000,4000,4000,2000,1,1,3,1667064157,4,SPR A3G,221030-012758.json,True,True,True,False
41555158,2,45552,2,XDAA,77,61,6000,1000,6000,4000,1,1,3,1667065432,3,StG44,221030-015511.json,True,True,False,False
41555197,2,790042,2,羽陌,80,235,6000,1000,6000,4000,1,1,3,1667066843,4,SPR A3G,221030-021658.json,True,True,True,False
41555198,2,790042,4,羽陌,80,155,6000,1000,6000,4000,1,1,3,1667066844,4,M590,221030-021658.json,True,True,True,False
41555209,2,790042,2,羽陌,80,53,8000,1000,8000,4000,1,1,3,1667067129,5,NTW-20,221030-021658.json,True,True,True,True
41555241,2,953052,2,迪盧克老爺,117,58,4000,4000,1000,2000,1,1,3,1667068056,3,AK-47,221030-023340.json,True,True,False,False
41555242,2,953052,4,迪盧克老爺,117,70,4000,4000,1000,2000,1,1,3,1667068058,3,FNC,221030-023340.json,True,True,False,False
41555248,2,924172,2,Farabi,107,352,8000,1000,8000,4000,1,1,3,1667069003,4,新星,221030-024434.json,True,True,True,False
41555262,2,16792,2,蒼希亞,188,257,6000,1000,6000,4000,3,50,10,1667070007,5,M200,221030-030621.json,True,True,True,True
41555290,2,500272,2,無敵呆丸子,194,27,1000,1000,1000,1000,1,1,3,1667071358,3,蝎式,221030-032808.json,True,True,False,False
41555291,2,29142,2,范添乐,159,60,1000,1000,1000,1000,1,1,3,1667071447,4,AS Val,221030-033901.json,True,True,True,False
41555327,2,993122,2,Lanoom,64,22,1000,1000,1000,1000,1,1,3,1667073367,3,PPS-43,221030-041142.json,True,True,False,False
41555328,2,993122,4,Lanoom,64,58,1000,1000,1000,1000,1,1,3,1667073367,3,AK-47,221030-041142.json,True,True,False,False
41555329,2,324262,2,花洛櫻樺,211,120,1000,1000,1000,1000,1,1,3,1667073710,3,ARX-160,221030-041142.json,True,True,False,False
41555341,2,17862,2,Lighdark,239,32,1000,1000,1000,1000,1,1,3,1667074515,3,微型乌兹,221030-042236.json,True,True,False,False
41555345,2,993122,2,Lanoom,64,85,8000,8000,8000,4000,1,1,3,1667074941,4,PK,221030-043329.json,True,True,True,False
41555371,2,808092,2,jie根本神,165,26,1000,1000,1000,1000,1,1,3,1667076435,4,MP5,221030-044949.json,True,True,True,False
41555390,2,986742,2,Edoo,99,20,8000,8000,1000,4000,1,1,3,1667078651,5,维克托,221030-053323.json,True,True,True,True
41555397,2,102512,2,SoON9,152,69,1000,1000,1000,1000,1,1,3,1667079392,4,FAMAS,221030-054417.json,True,True,True,False
41555409,2,497892,2,17喵喵喵PASS,233,305,6000,2000,6000,4000,1,1,3,1667081655,4,塔布克,221030-062225.json,True,True,True,False
41555428,2,11092,2,永遠,215,216,8000,1000,8000,4000,3,50,10,1667082545,4,XM8,221030-063318.json,True,True,True,False
41555431,2,296642,2,紅血玫瑰,192,165,8000,1000,8000,4000,1,1,3,1667082673,4,M1014,221030-064412.json,True,True,True,False
41555442,2,302972,2,CasperChen,143,165,8000,1000,8000,4000,3,50,10,1667083085,4,M1014,221030-064412.json,True,True,True,False
41555452,2,369552,2,希塔子爵,219,69,1000,1000,1000,1000,1,1,3,1667084629,4,FAMAS,221030-071126.json,True,True,True,False
41555461,2,999132,4,THIR,30,58,4000,1000,4000,2000,1,1,3,1667085705,3,AK-47,221030-073313.json,True,True,False,False
41555462,2,999132,2,THIR,30,148,4000,1000,4000,2000,1,1,3,1667085705,5,IWS 2000,221030-073313.json,True,True,True,True
41555498,2,303692,2,影子Joe,214,152,6000,1000,6000,4000,1,1,3,1667086865,3,M1897,221030-075500.json,True,True,False,False
41555499,2,303692,4,影子Joe,214,270,6000,1000,6000,4000,1,1,3,1667086867,4,四式,221030-075500.json,True,True,True,False
41555517,2,999202,2,嗶栗,19,288,1000,1000,1000,1000,1,1,3,1667087490,4,CR-21,221030-080027.json,True,True,True,False
41555520,2,970752,2,三姆達,98,116,4000,1000,4000,2000,1,1,3,1667087671,3,Z-62,221030-080027.json,True,True,False,False
41555530,2,48392,2,卡爾格林,192,61,1000,1000,1000,1000,1,1,3,1667087967,3,StG44,221030-080027.json,True,True,False,False
41555531,2,48392,4,卡爾格林,192,116,1000,1000,1000,1000,1,1,3,1667087967,3,Z-62,221030-080027.json,True,True,False,False
41555532,2,48392,6,卡爾格林,192,338,1000,1000,1000,1000,1,1,3,1667087967,5,SIG MCX,221030-080027.json,True,True,True,True
41555533,2,187692,2,乂梓川奏太乂,132,157,8000,1000,8000,4000,1,1,3,1667087993,5,KSG,221030-081120.json,True,True,True,True
41555540,2,551932,2,愛絲翠•柔伊,124,281,6000,1000,6000,4000,3,50,10,1667088387,5,CAWS,221030-081120.json,True,True,True,True
41555547,2,399282,4,一萬,145,101,6000,4000,6000,4000,1,1,3,1667088644,4,UMP9,221030-082214.json,True,True,True,False
41555548,2,399282,6,一萬,145,368,6000,4000,6000,4000,1,1,3,1667088644,4,UTS-15,221030-082214.json,True,True,True,False
41555549,2,399282,2,一萬,145,293,6000,4000,6000,4000,1,1,3,1667088644,5,AK-15,221030-082214.json,True,True,True,True
41555592,2,186612,2,Crimrose,191,190,6000,1000,6000,4000,1,1,3,1667089627,3,NS2000,221030-083307.json,True,True,False,False
41555593,2,186612,4,Crimrose,191,157,6000,1000,6000,4000,1,1,3,1667089627,5,KSG,221030-083307.json,True,True,True,True
41555594,2,186612,6,Crimrose,191,190,6000,1000,6000,4000,1,1,3,1667089627,3,NS2000,221030-083307.json,True,True,False,False
41555595,2,186612,8,Crimrose,191,189,6000,1000,6000,4000,1,1,3,1667089627,4,USAS-12,221030-083307.json,True,True,True,False
41555596,2,186612,10,Crimrose,191,353,6000,1000,6000,4000,1,1,3,1667089627,4,MAG-7,221030-083307.json,True,True,True,False
41555599,2,94232,2,yusha,201,120,1000,1000,1000,1000,1,1,3,1667089812,3,ARX-160,221030-084531.json,True,True,False,False
41555609,2,24502,2,Koero,183,145,8000,1000,8000,4000,1,1,3,1667089927,3,OTs-44,221030-084531.json,True,True,False,False
41555671,2,196362,2,初雪的約定,160,197,6000,2000,6000,4000,1,1,3,1667091407,5,卡尔卡诺M1891,221030-090152.json,True,True,True,True
41555672,2,196362,4,初雪的約定,160,165,6000,2000,6000,4000,1,1,3,1667091407,4,M1014,221030-090152.json,True,True,True,False
41555687,2,986742,4,Edoo,99,88,8000,8000,1000,4000,1,1,3,1667092204,4,MG3,221030-092324.json,True,True,True,False
41555726,2,919642,2,416wlp,114,180,8000,1000,8000,4000,1,1,3,1667092840,4,PzB39,221030-093417.json,True,True,True,False
41555755,2,694342,2,分解,191,36,8000,1000,8000,4000,1,1,3,1667093266,4,春田,221030-093417.json,True,True,True,False
41555756,2,694342,4,分解,191,190,8000,1000,8000,4000,1,1,3,1667093266,3,NS2000,221030-093417.json,True,True,False,False
41555781,2,96302,2,一屆凡人,104,197,4000,4000,4000,2000,1,1,3,1667093779,5,卡尔卡诺M1891,221030-094511.json,True,True,True,True
41555782,2,96302,4,一屆凡人,104,184,4000,4000,4000,2000,1,1,3,1667093782,4,T-5000,221030-094511.json,True,True,True,False
41555783,2,484732,2,鬼燈喵,186,326,8000,1000,8000,4000,1,1,3,1667093845,4,HK512,221030-094511.json,True,True,True,False
41555798,2,488262,2,衛青,202,42,4000,4000,4000,2000,1,1,3,1667094271,4,PTRD,221030-095037.json,True,True,True,False
41555808,2,242662,2,柚子的爸,57,66,1000,4000,4000,2000,1,1,3,1667094439,4,56-1式,221030-095037.json,True,True,True,False
41555811,2,285852,2,楓草貓,171,367,6000,6000,6000,4000,1,1,3,1667094498,5,MK3A1,221030-095037.json,True,True,True,True
41555824,2,127142,2,佛洛斯,209,366,8000,1000,8000,4000,2,20,5,1667094862,5,SPAS-15,221030-100131.json,True,True,True,True
41555869,2,999202,2,嗶栗,20,156,8000,1000,8000,4000,1,1,3,1667095500,4,超级肖蒂,221030-101225.json,True,True,True,False
41555904,2,529672,2,MicroSDx,152,155,8000,1000,8000,4000,1,1,3,1667096808,4,M590,221030-103406.json,True,True,True,False
41555942,2,242662,4,柚子的爸,57,365,1000,4000,4000,2000,1,1,3,1667097232,5,SCR,221030-104500.json,True,True,True,True
41556036,2,861652,2,馨嬿,79,105,1000,4000,4000,2000,1,1,3,1667098335,3,OTs-12,221030-110120.json,True,True,False,False
41556037,2,861652,4,馨嬿,79,22,1000,4000,4000,2000,1,1,3,1667098338,3,PPS-43,221030-110120.json,True,True,False,False
41556052,2,969292,2,1SmSsTkqueen,94,339,8000,8000,1000,4000,1,1,3,1667098558,5,RPK-203,221030-110120.json,True,True,True,True
41556053,2,969292,4,1SmSsTkqueen,94,264,8000,8000,1000,4000,1,1,3,1667098558,4,绍沙,221030-110120.json,True,True,True,False
41556055,2,861652,2,馨嬿,79,330,1000,4000,4000,2000,1,1,3,1667098673,4,FX-05,221030-110120.json,True,True,True,False
41556061,2,999522,2,葡業プイエ,24,26,8000,1000,8000,4000,1,1,3,1667099092,4,MP5,221030-111213.json,True,True,True,False
41556071,2,28312,2,月上星空,185,353,8000,1000,8000,4000,1,1,3,1667099387,4,MAG-7,221030-111213.json,True,True,True,False
41556078,2,822322,4,文奉,149,69,1000,1000,1000,1000,1,1,3,1667099729,4,FAMAS,221030-112307.json,True,True,True,False
41556079,2,822322,6,文奉,149,61,1000,1000,1000,1000,1,1,3,1667099734,3,StG44,221030-112307.json,True,True,False,False
41556094,2,818282,2,暧昧,160,312,8000,2000,8000,4000,1,1,3,1667100306,5,VSK-94,221030-113400.json,True,True,True,True
41556095,2,818282,4,暧昧,160,338,8000,2000,8000,4000,1,1,3,1667100306,5,SIG MCX,221030-113400.json,True,True,True,True
41556114,2,17012,2,紅岩,139,197,8000,8000,8000,4000,1,1,3,1667100759,5,卡尔卡诺M1891,221030-114454.json,True,True,True,True
41556115,2,17012,4,紅岩,139,350,8000,8000,8000,4000,1,1,3,1667100759,5,FO-12,221030-114454.json,True,True,True,True
41556116,2,17012,6,紅岩,139,72,8000,8000,8000,4000,1,1,3,1667100759,4,TAR-21,221030-114454.json,True,True,True,False
41556138,2,993662,2,我的恋人AR15,99,44,4000,1000,4000,2000,1,1,3,1667102594,3,SV-98,221030-121208.json,True,True,False,False
41556139,2,993662,4,我的恋人AR15,99,235,4000,1000,4000,2000,1,1,3,1667102597,4,SPR A3G,221030-121208.json,True,True,True,False
41556159,2,224402,2,Antk,221,153,8000,1000,8000,4000,1,1,3,1667103203,4,M37,221030-122302.json,True,True,True,False
41556160,2,224402,4,Antk,221,190,8000,1000,8000,4000,1,1,3,1667103205,3,NS2000,221030-122302.json,True,True,False,False
41556175,2,752582,2,砂糖喵,176,18,1000,1000,1000,1000,1,1,3,1667103524,3,MAC-10,221030-122302.json,True,True,False,False
41556192,2,7402,4,七曜破軍,142,338,1000,1000,1000,1000,1,1,3,1667103911,5,SIG MCX,221030-123355.json,True,True,True,True
41556193,2,7402,2,七曜破軍,142,116,1000,1000,1000,1000,1,1,3,1667103912,3,Z-62,221030-123355.json,True,True,False,False
41556204,2,344042,2,squarerod,172,180,8000,1000,8000,4000,1,1,3,1667104113,4,PzB39,221030-123355.json,True,True,True,False
41556206,2,344042,4,squarerod,172,70,8000,1000,8000,4000,1,1,3,1667104115,3,FNC,221030-123355.json,True,True,False,False
41556221,2,144472,2,達斯琪上校,192,32,1000,1000,1000,1000,1,1,3,1667104274,3,微型乌兹,221030-124449.json,True,True,False,False
41556230,2,507692,2,遊戲狐狸,214,32,1000,1000,1000,1000,1,1,3,1667104381,3,微型乌兹,221030-124449.json,True,True,False,False
41556256,2,887822,2,guh563,85,326,8000,1000,8000,4000,1,1,3,1667105371,4,HK512,221030-130725.json,True,True,True,False
41556257,2,887822,4,guh563,85,50,8000,1000,8000,4000,1,1,3,1667105372,5,李-恩菲尔德,221030-130725.json,True,True,True,True
41556318,2,995452,2,咯咯蒸虾头,68,130,1040,4040,4040,1040,1,1,3,1667106634,5,97式,221030-131252.json,True,True,True,True
41556319,2,995452,4,咯咯蒸虾头,68,178,1040,4040,4040,1040,1,1,3,1667106634,3,F1,221030-131252.json,True,True,False,False
41556339,2,816972,2,Chaotsun,159,270,6000,1000,6000,4000,1,1,3,1667107274,4,四式,221030-133423.json,True,True,True,False
41556380,2,194632,2,李小飛,143,44,8000,1000,8000,4000,1,1,3,1667108377,3,SV-98,221030-134517.json,True,True,False,False
41556421,2,242662,2,柚子的爸,57,118,6000,1000,6000,4000,2,20,5,1667109908,4,9A-91,221030-141233.json,True,True,True,False
41556440,2,933542,2,HightningRat,83,349,8000,1000,8000,4000,1,1,3,1667110039,4,AK74M,221030-141233.json,True,True,True,False
41556453,2,933542,2,HightningRat,83,32,1000,1000,1000,1000,1,1,3,1667110219,3,微型乌兹,221030-141233.json,True,True,False,False
41556461,2,942652,2,林月羽,81,330,1000,1000,1000,1000,1,1,3,1667110603,4,FX-05,221030-142330.json,True,True,True,False
41556469,2,1000432,2,V我五十,37,44,4000,1000,4000,2000,2,20,5,1667110709,3,SV-98,221030-142330.json,True,True,False,False
41556470,2,875802,2,K997g,113,288,1000,1000,1000,1000,1,1,3,1667110759,4,CR-21,221030-142330.json,True,True,True,False
41556480,2,742542,2,佳奈多,53,61,8000,1000,8000,4000,1,1,3,1667111309,3,StG44,221030-143423.json,True,True,False,False
41556481,2,742542,4,佳奈多,53,247,8000,1000,8000,4000,1,1,3,1667111311,4,K31,221030-143423.json,True,True,True,False
41556482,2,742542,2,佳奈多,53,323,8000,1000,8000,4000,1,1,3,1667111327,5,LTLX7000,221030-143423.json,True,True,True,True
41556490,2,742542,2,佳奈多,53,152,8000,1000,8000,4000,1,1,3,1667111663,3,M1897,221030-144517.json,True,True,False,False
41556491,2,742542,6,佳奈多,53,145,6003,2003,6003,4003,1,1,3,1667111672,3,OTs-44,221030-144517.json,True,True,False,False
41556494,2,816512,2,小輕心,107,118,1000,1000,1000,1000,1,1,3,1667111677,4,9A-91,221030-144517.json,True,True,True,False
41556551,2,828252,2,鋼琴鎮魂曲,55,66,1000,1000,1000,1000,1,1,3,1667113179,4,56-1式,221030-150138.json,True,True,True,False
41556552,2,1000832,2,緹亞娜,29,26,4000,4000,1000,2000,1,1,3,1667113182,4,MP5,221030-150138.json,True,True,True,False
41556553,2,1000832,4,緹亞娜,29,171,1000,4000,4000,2000,1,1,3,1667113182,4,利贝罗勒,221030-150138.json,True,True,True,False
41556554,2,410462,2,竺蘭,217,288,6000,2000,6000,4000,1,1,3,1667113218,4,CR-21,221030-150138.json,True,True,True,False
41556598,2,1000832,2,緹亞娜,29,26,4000,4000,1000,2000,1,1,3,1667114434,4,MP5,221030-152325.json,True,True,True,False
41556609,2,652372,4,LianHana,144,262,1000,1000,1000,1000,1,1,3,1667114905,4,EM-2,221030-153418.json,True,True,True,False
