event,mp,ammo,mre,part,input_level,type,fairy_id,name,mean%,stdev%,fairy_total,fairy_count
000 开始记录,3000,500,2000,1500,2,增益类,17,照明妖精,4.991,0.263,6852,342
000 开始记录,3000,500,2000,1500,2,防御类,24,立盾妖精,3.853,0.232,6852,264
000 开始记录,3000,500,2000,1500,2,防御类,25,双生妖精,4.086,0.239,6852,280
000 开始记录,3000,500,2000,1500,3,属性类,1,勇士妖精,1.852,0.206,4266,79
000 开始记录,3000,500,2000,1500,3,属性类,2,暴怒妖精,1.875,0.208,4266,80
000 开始记录,3000,500,2000,1500,3,防御类,3,盾甲妖精,2.532,0.240,4266,108
000 开始记录,3000,500,2000,1500,3,防御类,4,护盾妖精,1.547,0.189,4266,66
000 开始记录,3000,500,2000,1500,3,增援类,5,防御妖精,24.684,0.660,4266,1053
000 开始记录,3000,500,2000,1500,3,防御类,6,嘲讽妖精,2.274,0.228,4266,97
000 开始记录,3000,500,2000,1500,3,狂暴类,7,狙击妖精,1.899,0.209,4266,81
000 开始记录,3000,500,2000,1500,3,狂暴类,8,炮击妖精,2.063,0.218,4266,88
000 开始记录,3000,500,2000,1500,3,狂暴类,9,空袭妖精,1.969,0.213,4266,84
000 开始记录,3000,500,2000,1500,3,增援类,10,增援妖精,23.793,0.652,4266,1015
000 开始记录,3000,500,2000,1500,3,增援类,11,空降妖精,24.215,0.656,4266,1033
000 开始记录,3000,500,2000,1500,3,增益类,15,指挥妖精,2.625,0.245,4266,112
000 开始记录,3000,500,2000,1500,3,增益类,16,搜救妖精,2.274,0.228,4266,97
000 开始记录,3000,500,2000,1500,3,增益类,17,照明妖精,2.180,0.224,4266,93
000 开始记录,3000,500,2000,1500,3,防御类,24,立盾妖精,1.969,0.213,4266,84
000 开始记录,3000,500,2000,1500,3,防御类,25,双生妖精,2.250,0.227,4266,96
